과목명,교수명,개설학과전공,이수구분,영역,캠퍼스,수업유형,수강안내 및 지정내용,평점,출결,시험,과제,조모임,성적,강의 시간,강의력,확인,시간표,파일명,전체 벡터
재료 공학 실험 1,임종훈,청정신소재공학과,심화전공,3영역,"[0, 1]","[0, 0, 3]",구 환경·소재·에너지공학 실습 1[LE001900],0.6,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,수/7-9,청정신소재공학과_data_3영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.6]"
창의성 공학설계와 창업(캡스톤디자인) 1,이윤호,청정신소재공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",2025학년도 기준 4영역으로 변경되었으니 참고 부탁드립니다. (기존에 들었던 과목을 재수강할 경우 3->4영역으로 바뀌어 이수되므로 유의바람),0.8,"[0, 1, 0, 0, 0]",0.2,1,0,"[1, 0, 0, 0]",0,0.5,,화/7-9,청정신소재공학과_data_4영역_일반.csv,"[0.2, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0.5, 0, 0, 3, 0, 1, 0.8]"
고분자 소재,이윤호,청정신소재공학과,심화전공,4영역,"[0, 1]","[0, 0, 3]",,0.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,화/4-6,청정신소재공학과_data_4영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 0, 1, 0.0]"
컴퓨터시스템관리,류준수,컴퓨터공학과,핵심전공,2영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,0,"[0, 0, 0, 0]",0,1.0,,월/1-3,컴퓨터공학과_data_2영역_일반.csv,"[0.6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
서버시스템구축실습,박지웅,컴퓨터공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,0.8,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,1.0,,목/1-3,컴퓨터공학과_data_3영역_블렌디드.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 0.8]"
인공지능응용,문용혁,컴퓨터공학과,심화전공,3영역,"[1, 0]","[3, 0, 0]",,1.0,"[0, 0, 0, 0, 0]",0.6,1,1,"[0, 0, 0, 0]",0,1.0,,목/7-9,컴퓨터공학과_data_3영역_블렌디드.csv,"[0.6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
시스템프로그래밍,심광섭,컴퓨터공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.6,1,0,"[0, 1, 0, 0]",1,1.0,,화/4-6,컴퓨터공학과_data_3영역_일반.csv,"[0.6, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1.0, 0, 0, 3, 1, 0, 1.0]"
소프트웨어분석및설계,서동수,컴퓨터공학과,심화전공,3영역,"[1, 0]","[0, 0, 3]",,0.8,"[0, 1, 0, 0, 0]",0.6,1,1,"[0, 1, 0, 0]",1,0.0,,월/7-9,컴퓨터공학과_data_3영역_일반.csv,"[0.6, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0.0, 0, 0, 3, 1, 0, 0.8]"
소프트웨어디자인패턴,홍의석,컴퓨터공학과,심화전공,4영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.6,0,0,"[0, 1, 0, 0]",0,1.0,,화/4-6,컴퓨터공학과_data_4영역_블렌디드.csv,"[0.6, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 3, 0, 0, 1, 0, 1.0]"
클라우드컴퓨팅,박지웅,컴퓨터공학과,심화전공,4영역,"[1, 0]","[3, 0, 0]",,1.0,"[1, 0, 0, 0, 0]",0.4,1,1,"[0, 1, 0, 0]",0,0.5,강의력관련 내용없음,화/1-3,컴퓨터공학과_data_4영역_블렌디드.csv,"[0.4, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.5, 3, 0, 0, 1, 0, 1.0]"
분산시스템,김규영,컴퓨터공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[1, 0, 0, 0, 0]",0.4,1,0,"[0, 1, 0, 0]",0,1.0,,월/1-3,컴퓨터공학과_data_4영역_일반.csv,"[0.4, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
캡스톤디자인,박지웅,컴퓨터공학과,심화전공,4영역,"[1, 0]","[0, 0, 3]",,1.0,"[0, 0, 0, 0, 0]",0.2,0,1,"[1, 0, 0, 0]",0,1.0,,수/1-3,컴퓨터공학과_data_4영역_일반.csv,"[0.2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1.0, 0, 0, 3, 1, 0, 1.0]"
